datetime,precipitation_utsunomiya,precipitation_chiba,precipitation_tokyo,temperature_utsunomiya,temperature_chiba,temperature_tokyo,winddirection_utsunomiya,winddirection_chiba,winddirection_tokyo,windspeed_utsunomiya,windspeed_chiba,windspeed_tokyo,pollen_utsunomiya,pollen_chiba,pollen_tokyo
2017021015,0.0,0.0,0.0,5.9,6.8,5.3,16,13,16,7.0,6.1,1.7,8.0,4.0,12.0
2017021016,0.0,0.0,0.0,4.7,5.9,4.3,16,15,15,8.3,6.5,1.9,28.0,12.0,0.0
2017021017,0.0,0.0,0.0,3.3,5.3,3.6,16,7,14,9.8,0.7,2.1,4.0,24.0,12.0
2017021018,0.0,0.0,0.0,2.8,5.0,3.6,16,13,1,10.0,5.4,2.3,4.0,196.0,16.0
2017021019,0.0,0.0,0.0,2.3,4.2,3.2,16,15,16,6.5,2.3,1.5,4.0,184.0,0.0
2017021020,0.0,0.0,0.0,1.8,4.5,2.6,16,13,15,7.2,0.8,2.1,0.0,4.0,0.0
2017021021,0.0,0.0,0.0,1.7,4.8,2.1,15,14,15,6.4,3.5,1.6,0.0,8.0,8.0
2017021022,0.0,0.0,0.0,1.3,3.7,1.9,16,14,14,5.5,3.0,2.0,4.0,32.0,0.0
2017021023,0.0,0.0,0.0,0.1,3.3,1.4,11,14,14,3.0,3.4,1.6,0.0,0.0,0.0
2017021024,0.0,0.0,0.0,-1.1,2.7,0.6,12,14,14,1.8,4.4,0.9,4.0,4.0,0.0
2017021101,0.0,0.0,0.0,-1.8,2.4,0.3,6,14,14,1.2,5.6,1.0,12.0,4.0,0.0
2017021102,0.0,0.0,0.0,-2.1,2.0,-0.9,8,15,12,0.6,2.6,1.1,8.0,4.0,0.0
2017021103,0.0,0.0,0.0,-2.7,1.3,-1.2,10,14,13,1.2,2.5,0.6,0.0,0.0,4.0
2017021104,0.0,0.0,0.0,-3.2,2.0,-1.4,6,13,13,1.2,3.7,1.1,4.0,0.0,4.0
2017021105,0.0,0.0,0.0,-4.2,1.8,-1.8,14,13,12,1.0,3.0,0.7,12.0,8.0,4.0
2017021106,0.0,0.0,0.0,-4.4,1.7,-2.2,9,14,11,1.2,3.9,0.4,4.0,0.0,4.0
2017021107,0.0,0.0,0.0,-4.6,1.4,-4.3,9,14,0,2.7,2.2,0.0,4.0,12.0,8.0
2017021108,0.0,0.0,0.0,-1.9,2.9,0.2,10,14,10,2.1,2.2,1.7,12.0,4.0,16.0
2017021109,0.0,0.0,0.0,2.7,5.2,3.5,10,12,10,3.2,1.7,1.0,4.0,4.0,4.0
2017021110,0.0,0.0,0.0,5.2,5.7,6.2,10,12,13,5.9,3.3,0.8,4.0,4.0,4.0
2017021111,0.0,0.0,0.0,6.3,6.2,7.5,11,11,10,8.1,2.5,3.7,32.0,8.0,8.0
2017021112,0.0,0.0,0.0,7.8,6.9,7.9,11,11,10,8.0,3.0,4.2,0.0,12.0,0.0
2017021113,0.0,0.0,0.0,6.4,7.9,8.3,11,11,10,4.4,3.9,2.9,4.0,24.0,0.0
2017021114,0.0,0.0,0.0,7.5,8.1,7.9,12,10,15,6.8,3.6,1.6,24.0,4.0,8.0
2017021115,0.0,0.0,0.0,8.1,7.7,9.2,12,2,3,9.0,1.2,1.1,24.0,8.0,24.0
2017021116,0.0,0.0,0.0,6.7,7.3,7.8,12,13,1,10.4,1.7,1.8,32.0,24.0,4.0
2017021117,0.0,0.0,0.0,5.6,7.4,6.9,12,11,1,7.2,0.6,1.4,20.0,16.0,4.0
2017021118,0.0,0.0,0.0,4.3,6.3,5.9,11,16,1,10.3,1.3,1.5,4.0,20.0,16.0
2017021119,0.0,0.0,0.0,3.3,5.5,4.3,11,7,14,5.6,1.8,0.5,8.0,24.0,8.0
2017021120,0.0,0.0,0.0,2.3,5.9,4.5,11,15,11,5.0,1.6,2.0,4.0,4.0,4.0
2017021121,0.0,0.0,0.0,1.9,5.7,4.0,10,13,10,5.9,4.2,2.3,8.0,12.0,8.0
2017021122,0.0,0.0,0.0,2.2,5.9,3.5,10,12,11,7.3,6.0,1.8,4.0,12.0,4.0
2017021123,0.0,0.0,0.0,1.8,5.9,2.7,12,12,11,4.8,8.4,0.6,12.0,8.0,12.0
2017021124,0.0,0.0,0.0,0.5,5.7,1.0,10,12,12,2.0,6.4,0.7,4.0,4.0,0.0
2017021201,0.0,0.0,0.0,-0.7,5.1,-0.2,10,13,11,2.0,4.1,0.9,8.0,4.0,8.0
2017021202,0.0,0.0,0.0,-1.5,4.2,-0.2,11,14,13,2.9,4.9,0.6,4.0,12.0,0.0
2017021203,0.0,0.0,0.0,-1.3,3.6,-1.2,13,14,1,1.8,4.6,0.5,4.0,8.0,32.0
2017021204,0.0,0.0,0.0,-1.9,3.5,-1.7,9,13,12,2.3,4.9,1.3,12.0,0.0,16.0
2017021205,0.0,0.0,0.0,-2.6,3.5,-2.9,14,14,5,1.1,6.5,0.3,0.0,4.0,20.0
2017021206,0.0,0.0,0.0,-2.3,3.1,-4.1,2,14,2,1.0,4.9,0.3,0.0,4.0,16.0
2017021207,0.0,0.0,0.0,-2.9,3.7,-2.2,6,14,12,2.8,4.9,0.4,12.0,4.0,12.0
2017021208,0.0,0.0,0.0,0.4,4.8,2.5,7,14,0,1.1,5.7,0.2,0.0,8.0,8.0
2017021209,0.0,0.0,0.0,3.9,5.8,4.6,8,13,16,1.4,4.1,0.6,0.0,4.0,24.0
2017021210,0.0,0.0,0.0,5.8,7.9,6.7,7,13,13,3.5,5.4,1.7,8.0,12.0,4.0
2017021211,0.0,0.0,0.0,7.0,8.6,9.6,8,13,16,1.6,7.1,2.4,8.0,0.0,4.0
2017021212,0.0,0.0,0.0,7.5,9.4,9.6,8,13,15,2.7,9.3,3.0,4.0,16.0,4.0
2017021213,0.0,0.0,0.0,8.7,10.1,9.8,15,14,15,2.2,8.5,2.8,0.0,12.0,8.0
2017021214,0.0,0.0,0.0,8.5,10.5,10.5,1,14,15,2.1,8.5,2.6,4.0,4.0,4.0
2017021215,0.0,0.0,0.0,8.8,10.3,10.3,16,14,15,5.2,9.4,2.6,16.0,8.0,8.0
2017021216,0.0,0.0,0.0,8.1,10.0,9.4,16,14,16,7.3,7.8,2.0,12.0,28.0,0.0
2017021217,0.0,0.0,0.0,6.4,8.6,7.4,16,14,1,6.3,8.3,2.1,8.0,16.0,8.0
2017021218,0.0,0.0,0.0,4.9,7.4,5.2,16,14,15,4.3,7.7,2.0,0.0,20.0,4.0
2017021219,0.0,0.0,0.0,4.2,6.6,4.2,16,14,16,3.9,5.9,1.4,0.0,0.0,0.0
2017021220,0.0,0.0,0.0,2.7,5.9,3.2,16,14,1,2.4,6.3,1.7,0.0,0.0,0.0
2017021221,0.0,0.0,0.0,2.5,5.6,3.0,1,14,1,2.0,7.0,1.2,8.0,4.0,4.0
2017021222,0.0,0.0,0.0,1.5,4.9,3.7,16,14,16,3.0,6.5,1.5,0.0,0.0,0.0
2017021223,0.0,0.0,0.0,-0.8,4.4,3.9,8,14,15,1.8,4.9,2.0,8.0,0.0,16.0
2017021224,0.0,0.0,0.0,-1.0,4.0,3.6,8,14,15,2.0,4.9,1.5,12.0,8.0,0.0
2017021301,0.0,0.0,0.0,-0.9,3.5,3.4,5,14,15,1.2,4.3,0.9,12.0,0.0,0.0
2017021302,0.0,0.0,0.0,-1.9,3.3,2.0,4,14,15,1.3,3.6,0.5,0.0,0.0,0.0
2017021303,0.0,0.0,0.0,-2.5,2.8,0.2,5,15,11,1.0,2.3,1.2,4.0,8.0,8.0
2017021304,0.0,0.0,0.0,-3.1,2.6,-0.9,9,16,0,1.0,0.9,0.2,0.0,0.0,0.0
2017021305,0.0,0.0,0.0,-3.4,2.5,-1.4,10,1,13,1.2,1.5,0.3,4.0,4.0,0.0
2017021306,0.0,0.0,0.0,-2.7,2.3,-1.7,14,16,11,1.3,1.8,0.4,8.0,0.0,4.0
2017021307,0.0,0.0,0.0,-2.9,2.0,-1.2,15,1,12,2.1,2.4,1.5,0.0,0.0,8.0
2017021308,0.0,0.0,0.0,0.1,3.3,1.5,14,16,12,2.2,2.2,1.0,16.0,12.0,16.0
2017021309,0.0,0.0,0.0,3.5,5.9,6.4,11,14,14,1.9,2.8,1.2,8.0,24.0,0.0
2017021310,0.0,0.0,0.0,5.3,7.1,8.3,11,14,15,1.9,2.9,2.0,8.0,20.0,4.0
2017021311,0.0,0.0,0.0,6.9,8.4,9.4,9,14,15,3.1,5.6,2.0,20.0,20.0,4.0
2017021312,0.0,0.0,0.0,6.9,9.4,10.5,8,13,1,2.5,2.9,2.0,4.0,28.0,4.0
2017021313,0.0,0.0,0.0,8.3,10.3,10.3,9,14,1,1.1,6.4,2.9,16.0,8.0,4.0
2017021314,0.0,0.0,0.0,8.6,10.2,10.4,5,1,2,2.1,2.7,3.0,8.0,16.0,4.0
2017021315,0.0,0.0,0.0,8.3,10.8,9.5,4,15,1,2.4,5.3,2.2,4.0,16.0,0.0
2017021316,0.0,0.0,0.0,7.9,10.2,9.3,2,16,1,4.5,2.8,1.9,0.0,4.0,4.0
2017021317,0.0,0.0,0.0,7.3,9.5,8.3,16,15,1,4.2,3.3,0.9,16.0,4.0,12.0
2017021318,0.0,0.0,0.0,6.2,8.7,7.1,16,15,15,3.0,3.6,0.7,24.0,20.0,12.0
2017021319,0.0,0.0,0.0,4.5,8.1,6.1,16,14,16,3.0,3.2,0.4,8.0,20.0,8.0
2017021320,0.0,0.0,0.0,3.6,7.2,5.3,3,15,1,2.9,2.8,1.2,4.0,12.0,4.0
2017021321,0.0,0.0,0.0,2.5,6.4,4.7,3,1,1,2.1,2.0,1.9,12.0,0.0,0.0
2017021322,0.0,0.0,0.0,1.3,5.6,4.3,15,1,1,1.4,1.8,1.7,4.0,32.0,4.0
2017021323,0.0,0.0,0.0,0.5,5.5,4.1,1,15,1,1.7,2.0,1.5,4.0,8.0,12.0
2017021324,0.0,0.0,0.0,-0.8,5.3,3.8,13,15,2,1.8,2.1,1.8,0.0,8.0,0.0
2017021401,0.0,0.0,0.0,-1.2,4.8,3.6,14,15,1,3.1,2.9,1.1,0.0,4.0,0.0
2017021402,0.0,0.0,0.0,-1.7,4.6,2.9,15,15,16,2.0,2.5,1.0,0.0,24.0,8.0
2017021403,0.0,0.0,0.0,-2.2,4.1,2.0,16,15,13,0.5,2.7,1.2,0.0,4.0,0.0
2017021404,0.0,0.0,0.0,-2.3,3.8,1.2,16,15,16,1.9,2.9,0.8,0.0,8.0,12.0
2017021405,0.0,0.0,0.0,-2.6,3.5,0.5,16,15,14,3.0,2.3,0.9,0.0,0.0,0.0
2017021406,0.0,0.0,0.0,-3.5,3.2,-1.1,1,1,0,2.1,1.5,0.2,0.0,0.0,0.0
2017021407,0.0,0.0,0.0,-3.0,2.6,0.6,14,1,12,3.1,1.0,1.0,0.0,0.0,8.0
2017021408,0.0,0.0,0.0,-0.4,3.5,2.6,13,13,12,2.2,0.6,1.1,8.0,0.0,20.0
2017021409,0.0,0.0,0.0,3.2,5.9,5.3,11,15,13,2.1,2.3,1.2,12.0,0.0,8.0
2017021410,0.0,0.0,0.0,5.0,7.1,7.5,8,14,14,1.6,4.6,1.7,12.0,20.0,8.0
2017021411,0.0,0.0,0.0,6.6,8.5,8.8,10,14,1,1.8,4.6,2.3,20.0,24.0,0.0
2017021412,0.0,0.0,0.0,7.6,8.5,9.5,10,13,2,3.3,1.9,2.3,4.0,16.0,4.0
2017021413,0.0,0.0,0.0,8.6,9.9,9.3,12,14,2,2.3,4.7,1.5,4.0,28.0,0.0
2017021414,0.0,0.0,0.0,8.7,10.0,9.4,1,14,1,0.9,2.6,1.7,4.0,20.0,4.0
2017021415,0.0,0.0,0.0,8.2,10.4,9.4,13,2,2,3.7,1.6,1.7,8.0,8.0,4.0
2017021416,0.0,0.0,0.0,7.9,10.2,8.9,14,16,14,4.5,2.9,1.3,4.0,4.0,8.0
2017021417,0.0,0.0,0.0,6.9,9.3,8.1,14,2,14,2.7,2.4,1.8,8.0,45.0,12.0
2017021418,0.0,0.0,0.0,6.0,8.9,7.2,16,15,15,4.9,0.9,1.8,4.0,20.0,8.0
2017021419,0.0,0.0,0.0,4.4,8.0,5.9,16,1,15,4.8,2.6,1.8,8.0,28.0,8.0
2017021420,0.0,0.0,0.0,3.7,7.5,4.9,1,16,14,4.3,1.2,1.8,8.0,16.0,4.0
2017021421,0.0,0.0,0.0,2.4,6.7,4.1,13,15,16,1.3,3.8,1.1,0.0,12.0,8.0
2017021422,0.0,0.0,0.0,0.7,5.7,3.5,14,14,15,1.4,4.6,1.3,0.0,0.0,0.0
2017021423,0.0,0.0,0.0,-0.2,5.1,2.6,14,14,15,2.0,2.3,1.2,8.0,0.0,0.0
2017021424,0.0,0.0,0.0,-0.9,4.8,1.8,8,15,12,1.1,3.0,0.9,4.0,4.0,0.0
2017021501,0.0,0.0,0.0,-2.0,4.2,1.0,13,16,13,3.1,1.5,0.5,4.0,16.0,0.0
2017021502,0.0,0.0,0.0,-1.5,3.5,0.2,14,15,13,2.8,0.9,0.6,4.0,0.0,0.0
2017021503,0.0,0.0,0.0,-1.9,3.0,-0.6,15,1,13,2.8,1.4,0.6,0.0,12.0,4.0
2017021504,0.0,0.0,0.0,-1.2,2.7,0.3,15,15,11,4.0,1.6,1.0,0.0,0.0,0.0
2017021505,0.0,0.0,0.0,-2.4,2.7,-0.1,13,15,12,1.6,1.0,1.5,4.0,12.0,0.0
2017021506,0.0,0.0,0.0,-2.5,2.4,-0.7,16,15,12,3.6,0.9,0.6,0.0,0.0,8.0
2017021507,0.0,0.0,0.0,-3.0,2.8,0.0,16,1,11,3.3,1.9,0.7,4.0,0.0,12.0
2017021508,0.0,0.0,0.0,0.4,4.1,2.7,4,1,11,1.0,1.5,0.9,12.0,8.0,4.0
2017021509,0.0,0.0,0.0,3.5,6.1,5.6,8,15,7,0.8,3.3,0.6,20.0,8.0,4.0
2017021510,0.0,0.0,0.0,5.4,7.8,9.1,7,14,16,2.1,3.4,1.4,4.0,4.0,16.0
2017021511,0.0,0.0,0.0,6.9,9.2,8.8,7,14,3,3.7,4.4,1.7,12.0,8.0,20.0
2017021512,0.0,0.0,0.0,8.7,9.1,10.4,5,11,6,3.1,4.6,0.5,4.0,8.0,0.0
2017021513,0.0,0.0,0.0,9.1,10.8,10.4,5,11,8,1.1,4.1,1.8,0.0,16.0,8.0
2017021514,0.0,0.0,0.0,10.2,11.1,11.4,15,10,6,1.7,3.6,1.3,16.0,4.0,12.0
2017021515,0.0,0.0,0.0,10.5,11.1,12.0,2,10,8,3.1,3.7,2.1,12.0,8.0,20.0
2017021516,0.0,0.0,0.0,9.5,10.7,11.5,4,11,11,2.3,3.1,1.0,12.0,8.0,8.0
2017021517,0.0,0.0,0.0,8.2,9.7,10.2,3,11,2,5.6,3.0,1.2,20.0,8.0,12.0
2017021518,0.0,0.0,0.0,6.6,9.5,8.1,2,11,1,4.7,3.6,1.5,12.0,8.0,28.0
2017021519,0.0,0.0,0.0,5.7,9.2,7.0,1,11,15,3.9,4.1,0.9,8.0,8.0,12.0
2017021520,0.0,0.0,0.0,3.7,9.0,6.2,12,14,15,0.8,4.1,0.6,12.0,4.0,4.0
2017021521,0.0,0.0,0.0,3.4,8.1,5.7,13,14,15,0.8,3.2,1.0,4.0,12.0,8.0
2017021522,0.0,0.0,0.0,1.8,7.1,4.4,13,15,14,1.6,2.1,0.6,28.0,4.0,4.0
2017021523,0.0,0.0,0.0,0.5,6.2,3.7,11,15,13,0.4,2.4,0.9,12.0,12.0,0.0
2017021524,0.0,0.0,0.0,-0.2,5.3,1.8,13,15,13,1.5,3.0,0.4,8.0,8.0,12.0
2017021601,0.0,0.0,0.0,-0.9,4.7,1.4,13,15,13,1.0,3.2,0.8,12.0,4.0,12.0
2017021602,0.0,0.0,0.0,-1.5,4.2,1.0,3,15,0,0.7,2.2,0.2,0.0,12.0,8.0
2017021603,0.0,0.0,0.0,-1.5,4.0,-0.1,2,15,11,1.5,1.7,0.3,4.0,8.0,4.0
2017021604,0.0,0.0,0.0,-1.5,3.9,0.0,1,15,0,2.6,0.9,0.2,0.0,12.0,4.0
2017021605,0.0,0.0,0.0,-1.9,4.1,-0.4,1,15,0,1.8,3.3,0.0,0.0,12.0,4.0
2017021606,0.0,0.0,0.0,-2.3,3.6,-1.5,15,16,0,2.3,1.4,0.0,0.0,4.0,12.0
2017021607,0.0,0.0,0.0,-1.8,3.7,-1.5,14,16,0,2.4,1.8,0.0,0.0,0.0,4.0
2017021608,0.0,0.0,0.0,0.6,4.6,2.1,16,14,4,0.6,1.0,0.5,12.0,4.0,8.0
2017021609,0.0,0.0,0.0,3.8,7.2,4.1,9,15,4,0.5,3.2,1.0,16.0,20.0,12.0
2017021610,0.0,0.0,0.0,6.3,9.0,7.7,10,14,6,1.2,1.8,1.0,65.0,12.0,20.0
2017021611,0.0,0.0,0.0,8.7,10.1,9.7,8,12,6,2.2,1.9,1.1,49.0,12.0,24.0
2017021612,0.0,0.0,0.0,10.2,10.4,11.0,7,11,7,1.6,2.6,1.8,102.0,20.0,4.0
2017021613,0.0,0.0,0.0,10.8,11.1,11.7,8,12,7,2.1,2.4,2.3,20.0,4.0,8.0
2017021614,0.0,0.0,0.0,12.1,11.3,13.4,8,12,7,4.2,3.7,2.7,77.0,16.0,4.0
2017021615,0.0,0.0,0.0,12.6,11.7,12.5,8,11,7,4.0,4.4,4.2,188.0,16.0,8.0
2017021616,0.0,0.0,0.0,12.3,11.9,12.3,9,11,8,4.7,5.0,3.5,49.0,12.0,28.0
2017021617,0.0,0.0,0.0,11.2,11.2,11.0,9,11,8,4.4,5.0,2.4,49.0,8.0,24.0
2017021618,0.0,0.0,0.0,9.6,11.1,9.9,9,9,8,3.9,3.7,2.1,24.0,12.0,4.0
2017021619,0.0,0.0,0.0,7.9,10.8,8.8,9,8,7,3.5,5.5,1.5,36.0,16.0,16.0
2017021620,0.0,0.0,0.0,6.7,10.3,6.9,9,7,0,3.4,2.9,0.1,8.0,28.0,32.0
2017021621,0.0,0.0,0.0,5.3,9.0,5.8,4,6,14,0.8,2.4,0.4,49.0,8.0,41.0
2017021622,0.0,0.0,0.0,4.4,8.5,6.5,16,6,13,3.9,2.6,0.7,24.0,16.0,28.0
2017021623,0.0,0.0,0.0,3.5,8.4,5.7,1,7,12,1.5,2.9,1.0,61.0,16.0,20.0
2017021624,0.0,0.0,0.0,3.4,7.9,5.7,1,9,12,2.0,1.1,1.4,32.0,16.0,20.0
2017021701,0.0,0.0,0.0,2.7,8.1,5.6,15,10,12,1.4,2.7,1.2,8.0,8.0,41.0
2017021702,0.0,0.0,0.0,2.9,9.2,4.6,16,11,13,2.5,3.9,0.6,41.0,8.0,45.0
2017021703,0.0,0.0,0.0,2.5,8.9,3.7,5,12,13,1.0,2.3,0.3,0.0,20.0,24.0
2017021704,0.0,0.0,0.0,1.7,9.9,3.2,2,12,9,1.8,3.3,0.4,12.0,20.0,8.0
2017021705,0.0,0.0,0.0,0.9,8.7,2.1,1,10,15,1.5,4.2,0.6,12.0,32.0,20.0
2017021706,0.0,0.0,0.0,-0.2,13.5,1.7,16,10,0,1.0,7.6,0.2,0.0,41.0,69.0
2017021707,0.0,0.0,0.0,0.0,14.2,2.3,15,10,13,3.0,8.8,0.8,12.0,36.0,61.0
2017021708,0.0,0.0,0.0,2.5,14.8,6.1,3,10,12,1.0,10.5,0.6,32.0,8.0,45.0
2017021709,0.0,0.0,0.0,5.5,16.3,13.7,1,9,10,1.0,12.5,1.3,61.0,45.0,82.0
2017021710,0.0,0.0,0.0,8.6,16.8,16.8,7,10,9,1.2,12.5,7.4,57.0,53.0,61.0
2017021711,0.0,0.0,0.0,13.9,16.4,18.2,9,10,9,3.9,11.7,7.3,24.0,32.0,45.0
2017021712,0.0,0.0,0.0,16.9,17.8,19.9,10,10,9,9.6,12.6,6.7,49.0,77.0,8.0
2017021713,0.0,0.0,0.0,18.2,17.5,20.6,9,10,9,9.6,12.9,5.0,98.0,24.0,41.0
2017021714,0.0,0.0,0.0,19.4,17.0,20.6,10,10,10,7.6,13.9,3.5,57.0,8.0,20.0
2017021715,0.0,0.0,0.0,20.2,17.4,20.3,10,10,9,9.3,10.6,4.6,57.0,16.0,0.0
2017021716,0.0,0.0,0.0,18.9,16.4,20.1,10,10,9,12.0,11.5,3.6,90.0,4.0,4.0
2017021717,0.0,0.0,0.0,18.2,15.6,18.4,11,10,9,10.9,9.2,4.1,77.0,0.0,0.0
2017021718,0.0,0.0,0.0,16.8,16.0,16.8,13,10,7,4.8,10.6,2.7,36.0,0.0,12.0
2017021719,0.0,0.0,0.0,13.2,16.3,15.3,16,10,8,7.8,10.5,1.8,4.0,4.0,28.0
2017021720,0.0,0.0,0.0,11.8,15.2,12.8,16,10,1,5.1,8.6,1.9,4.0,0.0,24.0
2017021721,0.0,0.0,0.0,10.1,15.1,10.7,2,14,1,6.4,7.0,2.4,4.0,4.0,45.0
2017021722,0.0,0.0,0.0,8.8,13.8,9.9,3,14,1,3.4,6.8,1.8,16.0,24.0,41.0
2017021723,0.0,0.0,0.0,8.0,12.6,9.2,2,14,1,4.9,6.4,1.6,28.0,28.0,24.0
2017021724,0.0,0.0,0.0,7.2,11.6,8.7,1,15,1,5.5,4.7,2.1,12.0,24.0,0.0
2017021801,0.0,0.0,0.0,6.3,10.9,7.7,2,15,1,7.1,3.4,1.6,4.0,16.0,20.0
2017021802,0.0,0.0,0.0,5.8,10.6,7.3,16,16,1,6.1,2.7,1.8,45.0,36.0,8.0
2017021803,0.0,0.0,0.0,5.5,10.0,6.5,16,14,1,4.3,3.8,1.7,28.0,16.0,28.0
2017021804,0.0,0.0,0.0,3.9,9.4,6.0,3,15,16,4.5,1.2,1.8,16.0,24.0,16.0
2017021805,0.0,0.0,0.0,3.4,9.0,5.7,2,2,1,4.7,2.3,2.0,32.0,24.0,16.0
2017021806,0.0,0.0,0.0,3.1,7.0,5.4,2,1,1,5.0,3.7,2.4,12.0,36.0,8.0
2017021807,0.0,0.0,0.0,2.7,6.4,5.2,3,1,1,3.4,3.3,2.2,20.0,94.0,8.0
2017021808,0.0,0.0,0.0,3.6,6.5,6.3,2,2,1,3.5,4.7,2.1,24.0,168.0,4.0
2017021809,0.0,0.0,0.0,5.5,7.0,6.4,4,2,1,1.6,2.8,2.3,8.0,221.0,20.0
2017021810,0.0,0.0,0.0,5.8,7.7,8.6,2,2,16,1.0,1.8,2.0,45.0,385.0,20.0
2017021811,0.0,0.0,0.0,7.0,9.0,9.4,10,2,16,1.3,2.0,1.8,16.0,143.0,8.0
2017021812,0.0,0.0,0.0,6.8,9.1,8.7,8,2,1,1.9,1.7,2.0,36.0,86.0,12.0
2017021813,0.0,0.0,0.0,7.7,9.2,8.6,8,3,1,1.9,2.0,2.4,12.0,114.0,12.0
2017021814,0.0,0.0,0.0,8.9,9.6,8.4,6,4,2,1.9,1.2,2.5,8.0,110.0,24.0
2017021815,0.0,0.0,0.0,9.0,8.9,8.7,7,3,1,3.1,3.9,1.7,41.0,94.0,8.0
2017021816,0.0,0.0,0.0,9.4,8.6,8.9,5,4,16,2.6,3.2,0.8,57.0,110.0,8.0
2017021817,0.0,0.0,0.0,8.3,8.4,8.7,4,4,16,3.6,3.3,0.6,12.0,41.0,20.0
2017021818,0.0,0.0,0.0,6.6,7.8,8.2,6,5,5,4.1,3.4,1.3,77.0,49.0,16.0
2017021819,0.0,0.0,0.0,5.6,7.5,8.1,5,4,2,2.3,3.4,1.4,24.0,20.0,45.0
2017021820,0.0,0.0,0.0,5.2,7.3,7.5,3,5,4,1.9,4.5,1.6,57.0,32.0,16.0
2017021821,0.0,0.0,0.0,4.1,7.1,6.8,1,4,4,4.0,3.3,1.9,8.0,32.0,8.0
2017021822,0.0,0.0,0.0,3.3,7.0,5.9,1,3,4,5.7,3.3,1.1,20.0,20.0,16.0
2017021823,0.0,0.0,0.0,2.3,6.9,5.6,15,2,1,7.7,2.9,0.5,61.0,24.0,8.0
2017021824,0.0,0.0,0.0,2.6,6.9,4.7,16,3,16,5.3,4.7,2.3,36.0,16.0,41.0
2017021901,0.0,0.0,0.0,2.5,6.3,1.1,15,16,16,3.7,3.2,2.1,122.0,24.0,487.0
2017021902,0.0,0.0,0.0,2.7,3.4,2.3,16,15,16,1.9,4.8,1.9,20.0,45.0,61.0
2017021903,0.0,0.0,0.0,-0.3,2.2,3.1,11,16,16,4.2,2.5,1.8,8.0,8.0,4.0
2017021904,0.0,0.0,0.0,-0.5,2.4,2.9,13,16,16,2.4,2.4,2.0,0.0,4.0,24.0
2017021905,0.0,0.0,0.0,-0.8,3.2,1.7,7,14,1,1.9,6.4,1.8,0.0,16.0,8.0
2017021906,0.0,0.0,0.0,-1.4,2.7,2.3,5,15,1,1.0,5.0,1.0,0.0,8.0,36.0
2017021907,0.0,0.0,0.0,-1.6,3.3,1.6,14,14,1,1.8,6.2,1.3,12.0,4.0,12.0
2017021908,0.0,0.0,0.0,1.1,4.2,3.7,8,15,15,1.7,7.3,1.4,32.0,16.0,12.0
2017021909,0.0,0.0,0.0,3.5,5.7,6.0,7,14,16,3.2,6.4,1.8,4.0,24.0,12.0
2017021910,0.0,0.0,0.0,5.2,6.6,8.0,7,13,15,2.7,7.1,2.3,16.0,12.0,20.0
2017021911,0.0,0.0,0.0,6.1,7.8,9.1,8,14,15,3.9,8.2,2.4,8.0,16.0,36.0
2017021912,0.0,0.0,0.0,7.1,8.3,9.7,9,15,15,2.2,4.6,1.9,41.0,28.0,16.0
2017021913,0.0,0.0,0.0,7.7,9.0,10.4,6,14,15,3.1,4.3,2.2,16.0,8.0,28.0
2017021914,0.0,0.0,0.0,8.5,9.4,10.9,8,12,1,3.8,3.5,1.9,20.0,28.0,16.0
2017021915,0.0,0.0,0.0,9.1,9.8,10.5,8,12,4,3.2,3.2,2.8,24.0,32.0,20.0
2017021916,0.0,0.0,0.0,8.1,9.4,10.2,5,11,9,1.3,2.5,3.6,49.0,45.0,32.0
2017021917,0.0,0.0,0.0,7.9,9.0,8.6,1,12,8,2.0,1.9,3.5,90.0,45.0,24.0
2017021918,0.0,0.0,0.0,6.2,8.7,7.9,3,12,8,2.8,1.7,2.0,16.0,65.0,20.0
2017021919,0.0,0.0,0.0,5.6,8.7,7.0,2,6,5,3.3,3.5,1.3,20.0,24.0,28.0
2017021920,0.0,0.0,0.0,4.5,8.1,5.9,3,5,1,2.9,1.2,0.3,8.0,28.0,61.0
2017021921,0.0,0.0,0.0,3.3,7.4,5.8,1,5,13,3.5,1.4,0.9,4.0,24.0,61.0
2017021922,0.0,0.0,0.0,2.4,6.6,5.2,16,4,13,3.7,2.0,1.3,8.0,4.0,28.0
2017021923,0.0,0.0,0.0,2.2,6.6,4.0,1,5,13,4.0,2.5,0.7,8.0,4.0,20.0
2017021924,0.0,0.0,0.0,2.2,6.1,3.4,16,6,16,2.2,1.9,0.5,4.0,12.0,28.0
2017022001,0.0,0.0,0.0,1.4,6.5,3.5,1,11,14,3.0,0.9,1.1,4.0,16.0,16.0
2017022002,0.0,0.0,0.0,0.7,5.2,1.7,1,15,11,3.4,3.8,0.3,16.0,12.0,16.0
2017022003,0.0,0.0,0.0,0.3,4.7,1.8,1,15,12,2.2,0.8,0.6,8.0,20.0,32.0
2017022004,0.0,0.0,0.0,0.0,4.9,2.2,13,3,12,2.2,1.1,0.6,16.0,24.0,28.0
2017022005,0.0,0.0,0.0,0.7,4.1,1.4,16,2,14,0.6,1.6,0.6,45.0,20.0,36.0
2017022006,0.0,0.0,0.0,1.3,3.9,0.9,6,2,12,1.3,2.1,0.7,24.0,24.0,53.0
2017022007,0.0,0.0,0.0,1.2,3.7,1.3,2,1,13,2.4,2.1,0.9,4.0,16.0,28.0
